Locus	Obs. Het. BP	Obs FST	FST P-value	1-FST quantile	(if P-value=2 -> uncomputed value because Obs.Het.BP is out of simulated bounds)
1	1	1	1e-07	0
2	0.16666667	0.090909091	0.47131457	0.47131457
3	0.5	0.45454545	0.35146581	0.35146581
4	1	1	1e-07	0
5	1	1	1e-07	0
6	0.16666667	0.090909091	0.47131457	0.47131457
7	0.25	0.18181818	0.46208997	0.46208997
8	0.16666667	0.090909091	0.47131457	0.47131457
9	0.083333333	8.3266727e-17	0.5	0.5
10	0.5	0.45454545	0.35146581	0.35146581
11	0.16666667	0.090909091	0.47131457	0.47131457
12	0.41666667	0.36363636	0.39408294	0.39408294
13	0.33333333	0.27272727	0.43910295	0.43910295
14	0.58333333	0.54545455	0.39596622	0.39596622
15	0.25	0.18181818	0.46208997	0.46208997
16	0.5	0.45454545	0.35146581	0.35146581
17	0.83333333	0.81818182	0.47191348	0.47191348
18	0.16666667	0.090909091	0.47131457	0.47131457
19	0.25	0.18181818	0.46208997	0.46208997
20	0.5	0.45454545	0.35146581	0.35146581
21	0.16666667	0.090909091	0.47131457	0.47131457
22	1	1	1e-07	0
23	0.16666667	0.090909091	0.47131457	0.47131457
24	0.5	0.45454545	0.35146581	0.35146581
25	0.16666667	0.090909091	0.47131457	0.47131457
26	0.33333333	0.27272727	0.43910295	0.43910295
27	0.16666667	0.090909091	0.47131457	0.47131457
28	1	1	1e-07	0
29	0.083333333	8.3266727e-17	0.5	0.5
30	0.91666667	0.90909091	0.5	0.5
31	0.58333333	0.54545455	0.39596622	0.39596622
32	0.16666667	0.090909091	0.47131457	0.47131457
33	0.41666667	0.36363636	0.39408294	0.39408294
34	0.58333333	0.54545455	0.39596622	0.39596622
35	1	1	1e-07	0
36	0.083333333	8.3266727e-17	0.5	0.5
37	0.083333333	8.3266727e-17	0.5	0.5
38	0.5	0.45454545	0.35146581	0.35146581
39	0.83333333	0.81818182	0.47191348	0.47191348
40	0.33333333	0.27272727	0.43910295	0.43910295
41	0.083333333	8.3266727e-17	0.5	0.5
42	0.083333333	8.3266727e-17	0.5	0.5
43	0.75	0.72727273	0.44951793	0.44951793
44	0.83333333	0.81818182	0.47191348	0.47191348
45	0.083333333	8.3266727e-17	0.5	0.5
46	0.58333333	0.54545455	0.39596622	0.39596622
47	0.75	0.72727273	0.44951793	0.44951793
48	0.25	0.18181818	0.46208997	0.46208997
49	1	1	1e-07	0
50	0.41666667	0.36363636	0.39408294	0.39408294
51	0.33333333	0.27272727	0.43910295	0.43910295
52	0.5	0.45454545	0.35146581	0.35146581
53	0.16666667	0.090909091	0.47131457	0.47131457
54	0.083333333	8.3266727e-17	0.5	0.5
55	1	1	1e-07	0
